dong_kostat,dong_mois,sigungu_kostat,sigungu_mois,sido_kostat,sido_mois,dong_name_ko,dong_name_en,sigungu_name_ko,sido_name_ko,full_name_ko
31051541,4119255000,31051,41192,31,41,원미2동,Wonmi2-dong,부천시원미구,경기도,경기도 부천시원미구 원미2동
31051551,4119256000,31051,41192,31,41,소사동,Sosa-dong,부천시원미구,경기도,경기도 부천시원미구 소사동
31051561,4119254000,31051,41192,31,41,원미1동,Wonmi1-dong,부천시원미구,경기도,경기도 부천시원미구 원미1동
31051571,4119257000,31051,41192,31,41,역곡1동,Yeokgok1-dong,부천시원미구,경기도,경기도 부천시원미구 역곡1동
31051581,4119258000,31051,41192,31,41,역곡2동,Yeokgok2-dong,부천시원미구,경기도,경기도 부천시원미구 역곡2동
31051591,4119259000,31051,41192,31,41,춘의동,Chunui-dong,부천시원미구,경기도,경기도 부천시원미구 춘의동
31051601,4119260000,31051,41192,31,41,도당동,Dodang-dong,부천시원미구,경기도,경기도 부천시원미구 도당동
31051611,4119262000,31051,41192,31,41,중동,Jung-dong,부천시원미구,경기도,경기도 부천시원미구 중동
31051621,4119267000,31051,41192,31,41,상동,Sang-dong,부천시원미구,경기도,경기도 부천시원미구 상동
31051631,4119261000,31051,41192,31,41,약대동,Yakdae-dong,부천시원미구,경기도,경기도 부천시원미구 약대동
31051641,4119263000,31051,41192,31,41,중1동,Jung1-dong,부천시원미구,경기도,경기도 부천시원미구 중1동
31051651,4119264000,31051,41192,31,41,중2동,Jung2-dong,부천시원미구,경기도,경기도 부천시원미구 중2동
31051661,4119265000,31051,41192,31,41,중3동,Jung3-dong,부천시원미구,경기도,경기도 부천시원미구 중3동
31051671,4119266000,31051,41192,31,41,중4동,Jung4-dong,부천시원미구,경기도,경기도 부천시원미구 중4동
31051681,4119268000,31051,41192,31,41,상1동,Sang1-dong,부천시원미구,경기도,경기도 부천시원미구 상1동
31051691,4119269000,31051,41192,31,41,상2동,Sang2-dong,부천시원미구,경기도,경기도 부천시원미구 상2동
31051701,4119270000,31051,41192,31,41,상3동,Sang3-dong,부천시원미구,경기도,경기도 부천시원미구 상3동
31052511,4119451000,31052,41194,31,41,심곡본1동,Simgokbon1-dong,부천시소사구,경기도,경기도 부천시소사구 심곡본1동
31052521,4119452000,31052,41194,31,41,심곡본동,Simgokbon-dong,부천시소사구,경기도,경기도 부천시소사구 심곡본동
31052531,4119459000,31052,41194,31,41,송내1동,Songnae1-dong,부천시소사구,경기도,경기도 부천시소사구 송내1동
31052541,4119460000,31052,41194,31,41,송내2동,Songnae2-dong,부천시소사구,경기도,경기도 부천시소사구 송내2동
31052551,4119453000,31052,41194,31,41,소사본동,Sosabon-dong,부천시소사구,경기도,경기도 부천시소사구 소사본동
31052561,4119454000,31052,41194,31,41,소사본1동,Sosabon1-dong,부천시소사구,경기도,경기도 부천시소사구 소사본1동
31052571,4119455000,31052,41194,31,41,범박동,Beombak-dong,부천시소사구,경기도,경기도 부천시소사구 범박동
31052581,4119456000,31052,41194,31,41,옥길동,Okgil-dong,부천시소사구,경기도,경기도 부천시소사구 옥길동
31052591,4119457000,31052,41194,31,41,괴안동,Goean-dong,부천시소사구,경기도,경기도 부천시소사구 괴안동
31052601,4119458000,31052,41194,31,41,역곡3동,Yeokgok3-dong,부천시소사구,경기도,경기도 부천시소사구 역곡3동
31053511,4119651000,31053,41196,31,41,성곡동,Seonggok-dong,부천시오정구,경기도,경기도 부천시오정구 성곡동
31053521,4119654000,31053,41196,31,41,고강본동,Gogangbon-dong,부천시오정구,경기도,경기도 부천시오정구 고강본동
31053531,4119655000,31053,41196,31,41,고강1동,Gogang1-dong,부천시오정구,경기도,경기도 부천시오정구 고강1동
31053541,4119652000,31053,41196,31,41,원종1동,Wonjong1-dong,부천시오정구,경기도,경기도 부천시오정구 원종1동
31053551,4119653000,31053,41196,31,41,원종2동,Wonjong2-dong,부천시오정구,경기도,경기도 부천시오정구 원종2동
31053561,4119656000,31053,41196,31,41,오정동,Ojeong-dong,부천시오정구,경기도,경기도 부천시오정구 오정동
31053571,4119657000,31053,41196,31,41,신흥동,Sinheung-dong,부천시오정구,경기도,경기도 부천시오정구 신흥동
31060510,4121051000,31060,41210,31,41,광명1동,Gwangmyeong1-dong,광명시,경기도,경기도 광명시 광명1동
31060520,4121052000,31060,41210,31,41,광명2동,Gwangmyeong2-dong,광명시,경기도,경기도 광명시 광명2동
31060530,4121054000,31060,41210,31,41,광명3동,Gwangmyeong3-dong,광명시,경기도,경기도 광명시 광명3동
31060540,4121055000,31060,41210,31,41,광명4동,Gwangmyeong4-dong,광명시,경기도,경기도 광명시 광명4동
31060550,4121056000,31060,41210,31,41,광명5동,Gwangmyeong5-dong,광명시,경기도,경기도 광명시 광명5동
31060560,4121057000,31060,41210,31,41,광명6동,Gwangmyeong6-dong,광명시,경기도,경기도 광명시 광명6동
31060570,4121058000,31060,41210,31,41,광명7동,Gwangmyeong7-dong,광명시,경기도,경기도 광명시 광명7동
31060580,4121059000,31060,41210,31,41,철산1동,Cheolsan1-dong,광명시,경기도,경기도 광명시 철산1동
31060590,4121060000,31060,41210,31,41,철산2동,Cheolsan2-dong,광명시,경기도,경기도 광명시 철산2동
31060600,4121061000,31060,41210,31,41,철산3동,Cheolsan3-dong,광명시,경기도,경기도 광명시 철산3동
31060610,4121062000,31060,41210,31,41,철산4동,Cheolsan4-dong,광명시,경기도,경기도 광명시 철산4동
31060620,4121063100,31060,41210,31,41,하안1동,Haan1-dong,광명시,경기도,경기도 광명시 하안1동
31060630,4121063200,31060,41210,31,41,하안2동,Haan2-dong,광명시,경기도,경기도 광명시 하안2동
31060640,4121063300,31060,41210,31,41,하안3동,Haan3-dong,광명시,경기도,경기도 광명시 하안3동
31060650,4121063400,31060,41210,31,41,하안4동,Haan4-dong,광명시,경기도,경기도 광명시 하안4동
31060660,4121064000,31060,41210,31,41,소하1동,Soha1-dong,광명시,경기도,경기도 광명시 소하1동
31060680,4121066000,31060,41210,31,41,학온동,Hagon-dong,광명시,경기도,경기도 광명시 학온동
31060690,4121065000,31060,41210,31,41,소하2동,Soha2-dong,광명시,경기도,경기도 광명시 소하2동
31060700,4121065500,31060,41210,31,41,일직동,Iljik-dong,광명시,경기도,경기도 광명시 일직동
31070110,4122025000,31070,41220,31,41,팽성읍,Paengseong-eup,평택시,경기도,경기도 평택시 팽성읍
31070120,4122025300,31070,41220,31,41,안중읍,Anjung-eup,평택시,경기도,경기도 평택시 안중읍
31070130,4122025600,31070,41220,31,41,포승읍,Poseung-eup,평택시,경기도,경기도 평택시 포승읍
31070140,4122025900,31070,41220,31,41,청북읍,Cheongbuk-eup,평택시,경기도,경기도 평택시 청북읍
31070310,4122031000,31070,41220,31,41,진위면,Jinwi-myeon,평택시,경기도,경기도 평택시 진위면
31070320,4122032000,31070,41220,31,41,서탄면,Seotan-myeon,평택시,경기도,경기도 평택시 서탄면
31070330,4122033000,31070,41220,31,41,고덕면,Godeok-myeon,평택시,경기도,경기도 평택시 고덕면
31070340,4122034000,31070,41220,31,41,오성면,Oseong-myeon,평택시,경기도,경기도 평택시 오성면
31070370,4122037000,31070,41220,31,41,현덕면,Hyeondeok-myeon,평택시,경기도,경기도 평택시 현덕면
31070510,4122051000,31070,41220,31,41,중앙동,Jungang-dong,평택시,경기도,경기도 평택시 중앙동
31070520,4122052000,31070,41220,31,41,서정동,Seojeong-dong,평택시,경기도,경기도 평택시 서정동
31070530,4122053500,31070,41220,31,41,송탄동,Songtan-dong,평택시,경기도,경기도 평택시 송탄동
31070550,4122055000,31070,41220,31,41,지산동,Jisan-dong,평택시,경기도,경기도 평택시 지산동
31070560,4122056000,31070,41220,31,41,송북동,Songbuk-dong,평택시,경기도,경기도 평택시 송북동
31070570,4122057000,31070,41220,31,41,신장1동,Sinjang1-dong,평택시,경기도,경기도 평택시 신장1동
31070580,4122058000,31070,41220,31,41,신장2동,Sinjang2-dong,평택시,경기도,경기도 평택시 신장2동
31070590,4122059000,31070,41220,31,41,신평동,Sinpyeong-dong,평택시,경기도,경기도 평택시 신평동
31070600,4122060000,31070,41220,31,41,원평동,Wonpyeong-dong,평택시,경기도,경기도 평택시 원평동
31070610,4122061000,31070,41220,31,41,통복동,Tongbok-dong,평택시,경기도,경기도 평택시 통복동
31070640,4122064000,31070,41220,31,41,세교동,Segyo-dong,평택시,경기도,경기도 평택시 세교동
31070650,4122063000,31070,41220,31,41,비전2동,Bijeon2-dong,평택시,경기도,경기도 평택시 비전2동
31070660,4122063500,31070,41220,31,41,용이동,Yongi-dong,평택시,경기도,경기도 평택시 용이동
31070670,4122062000,31070,41220,31,41,비전1동,Bijeon1-dong,평택시,경기도,경기도 평택시 비전1동
31070680,4122065000,31070,41220,31,41,동삭동,Dongsak-dong,평택시,경기도,경기도 평택시 동삭동
31070690,4122066000,31070,41220,31,41,고덕동,Godeok-dong,평택시,경기도,경기도 평택시 고덕동
31080510,4125051000,31080,41250,31,41,생연1동,Saengyeon1-dong,동두천시,경기도,경기도 동두천시 생연1동
31080520,4125052000,31080,41250,31,41,생연2동,Saengyeon2-dong,동두천시,경기도,경기도 동두천시 생연2동
31080530,4125053500,31080,41250,31,41,중앙동,Jungang-dong,동두천시,경기도,경기도 동두천시 중앙동
31080550,4125055000,31080,41250,31,41,보산동,Bosan-dong,동두천시,경기도,경기도 동두천시 보산동
31080560,4125056500,31080,41250,31,41,불현동,Bulhyeon-dong,동두천시,경기도,경기도 동두천시 불현동
31080580,4125058000,31080,41250,31,41,소요동,Soyo-dong,동두천시,경기도,경기도 동두천시 소요동
31080600,4125060000,31080,41250,31,41,상패동,Sangpae-dong,동두천시,경기도,경기도 동두천시 상패동
31080610,4125056600,31080,41250,31,41,송내동,Songnae-dong,동두천시,경기도,경기도 동두천시 송내동
31091510,4127151000,31091,41271,31,41,일동,Il-dong,안산시상록구,경기도,경기도 안산시상록구 일동
31091540,4127154000,31091,41271,31,41,본오1동,Bono1-dong,안산시상록구,경기도,경기도 안산시상록구 본오1동
31091550,4127155000,31091,41271,31,41,본오2동,Bono2-dong,안산시상록구,경기도,경기도 안산시상록구 본오2동
31091560,4127156000,31091,41271,31,41,본오3동,Bono3-dong,안산시상록구,경기도,경기도 안산시상록구 본오3동
31091570,4127157000,31091,41271,31,41,부곡동,Bugok-dong,안산시상록구,경기도,경기도 안산시상록구 부곡동
31091580,4127158000,31091,41271,31,41,월피동,Wolpi-dong,안산시상록구,경기도,경기도 안산시상록구 월피동
31091620,4127159000,31091,41271,31,41,성포동,Seongpo-dong,안산시상록구,경기도,경기도 안산시상록구 성포동
31091710,4127160000,31091,41271,31,41,반월동,Banwol-dong,안산시상록구,경기도,경기도 안산시상록구 반월동
31091730,4127161000,31091,41271,31,41,안산동,Ansan-dong,안산시상록구,경기도,경기도 안산시상록구 안산동
31091740,4127151500,31091,41271,31,41,이동,I-dong,안산시상록구,경기도,경기도 안산시상록구 이동
31091760,4127152500,31091,41271,31,41,사동,Sa-dong,안산시상록구,경기도,경기도 안산시상록구 사동
31091770,4127153200,31091,41271,31,41,사이동,Sai-dong,안산시상록구,경기도,경기도 안산시상록구 사이동
31091780,4127153700,31091,41271,31,41,해양동,Haeyang-dong,안산시상록구,경기도,경기도 안산시상록구 해양동
31092590,4127351000,31092,41273,31,41,와동,Wa-dong,안산시단원구,경기도,경기도 안산시단원구 와동
31092660,4127357000,31092,41273,31,41,초지동,Choji-dong,안산시단원구,경기도,경기도 안산시단원구 초지동
31092680,4127358000,31092,41273,31,41,선부1동,Seonbu1-dong,안산시단원구,경기도,경기도 안산시단원구 선부1동
31092690,4127359000,31092,41273,31,41,선부2동,Seonbu2-dong,안산시단원구,경기도,경기도 안산시단원구 선부2동
31092700,4127360000,31092,41273,31,41,선부3동,Seonbu3-dong,안산시단원구,경기도,경기도 안산시단원구 선부3동
31092720,4127361000,31092,41273,31,41,대부동,Daebu-dong,안산시단원구,경기도,경기도 안산시단원구 대부동
31092730,4127353500,31092,41273,31,41,호수동,Hosu-dong,안산시단원구,경기도,경기도 안산시단원구 호수동
31092740,4127352500,31092,41273,31,41,고잔동,Gojan-dong,안산시단원구,경기도,경기도 안산시단원구 고잔동
31092750,4127353200,31092,41273,31,41,중앙동,Jungang-dong,안산시단원구,경기도,경기도 안산시단원구 중앙동
31092760,4127354500,31092,41273,31,41,원곡동,Wongok-dong,안산시단원구,경기도,경기도 안산시단원구 원곡동
31092770,4127356500,31092,41273,31,41,신길동,Singil-dong,안산시단원구,경기도,경기도 안산시단원구 신길동
31092780,4127355500,31092,41273,31,41,백운동,Baegun-dong,안산시단원구,경기도,경기도 안산시단원구 백운동
31101510,4128151000,31101,41281,31,41,주교동,Jugyo-dong,고양시덕양구,경기도,경기도 고양시덕양구 주교동
31101512,4128157600,31101,41281,31,41,삼송1동,Samsong1-dong,고양시덕양구,경기도,경기도 고양시덕양구 삼송1동
31101513,4128157700,31101,41281,31,41,삼송2동,Samsong2-dong,고양시덕양구,경기도,경기도 고양시덕양구 삼송2동
31101514,4128165500,31101,41281,31,41,행신3동,Haengsin3-dong,고양시덕양구,경기도,경기도 고양시덕양구 행신3동
31101515,4128165600,31101,41281,31,41,행신4동,Haengsin4-dong,고양시덕양구,경기도,경기도 고양시덕양구 행신4동
31101520,4128152000,31101,41281,31,41,원신동,Wonsin-dong,고양시덕양구,경기도,경기도 고양시덕양구 원신동
31101530,4128153000,31101,41281,31,41,흥도동,Heungdo-dong,고양시덕양구,경기도,경기도 고양시덕양구 흥도동
31101540,4128154000,31101,41281,31,41,성사1동,Seongsa1-dong,고양시덕양구,경기도,경기도 고양시덕양구 성사1동
31101550,4128155000,31101,41281,31,41,성사2동,Seongsa2-dong,고양시덕양구,경기도,경기도 고양시덕양구 성사2동
31101560,4128156000,31101,41281,31,41,효자동,Hyoja-dong,고양시덕양구,경기도,경기도 고양시덕양구 효자동
31101580,4128158000,31101,41281,31,41,창릉동,Changneung-dong,고양시덕양구,경기도,경기도 고양시덕양구 창릉동
31101590,4128159000,31101,41281,31,41,고양동,Goyang-dong,고양시덕양구,경기도,경기도 고양시덕양구 고양동
31101600,4128160000,31101,41281,31,41,관산동,Gwansan-dong,고양시덕양구,경기도,경기도 고양시덕양구 관산동
31101610,4128161000,31101,41281,31,41,능곡동,Neunggok-dong,고양시덕양구,경기도,경기도 고양시덕양구 능곡동
31101620,4128162100,31101,41281,31,41,화정1동,Hwajeong1-dong,고양시덕양구,경기도,경기도 고양시덕양구 화정1동
31101630,4128162200,31101,41281,31,41,화정2동,Hwajeong2-dong,고양시덕양구,경기도,경기도 고양시덕양구 화정2동
31101640,4128163000,31101,41281,31,41,행주동,Haengju-dong,고양시덕양구,경기도,경기도 고양시덕양구 행주동
31101650,4128164000,31101,41281,31,41,행신1동,Haengsin1-dong,고양시덕양구,경기도,경기도 고양시덕양구 행신1동
31101660,4128165000,31101,41281,31,41,행신2동,Haengsin2-dong,고양시덕양구,경기도,경기도 고양시덕양구 행신2동
31101670,4128166000,31101,41281,31,41,화전동,Hwajeon-dong,고양시덕양구,경기도,경기도 고양시덕양구 화전동
31101680,4128167000,31101,41281,31,41,대덕동,Daedeok-dong,고양시덕양구,경기도,경기도 고양시덕양구 대덕동
31103510,4128551000,31103,41285,31,41,식사동,Siksa-dong,고양시일산동구,경기도,경기도 고양시일산동구 식사동
31103511,4128552500,31103,41285,31,41,중산1동,Jungsan1-dong,고양시일산동구,경기도,경기도 고양시일산동구 중산1동
31103512,4128552600,31103,41285,31,41,중산2동,Jungsan2-dong,고양시일산동구,경기도,경기도 고양시일산동구 중산2동
31103530,4128553000,31103,41285,31,41,정발산동,Jeongbalsan-dong,고양시일산동구,경기도,경기도 고양시일산동구 정발산동
31103540,4128554000,31103,41285,31,41,풍산동,Pungsan-dong,고양시일산동구,경기도,경기도 고양시일산동구 풍산동
31103550,4128555100,31103,41285,31,41,백석1동,Baekseok1-dong,고양시일산동구,경기도,경기도 고양시일산동구 백석1동
31103560,4128556000,31103,41285,31,41,마두1동,Madu1-dong,고양시일산동구,경기도,경기도 고양시일산동구 마두1동
31103570,4128557000,31103,41285,31,41,마두2동,Madu2-dong,고양시일산동구,경기도,경기도 고양시일산동구 마두2동
31103580,4128558000,31103,41285,31,41,장항1동,Janghang1-dong,고양시일산동구,경기도,경기도 고양시일산동구 장항1동
31103590,4128559000,31103,41285,31,41,장항2동,Janghang2-dong,고양시일산동구,경기도,경기도 고양시일산동구 장항2동
31103600,4128560000,31103,41285,31,41,고봉동,Gobong-dong,고양시일산동구,경기도,경기도 고양시일산동구 고봉동
31103610,4128555200,31103,41285,31,41,백석2동,Baekseok2-dong,고양시일산동구,경기도,경기도 고양시일산동구 백석2동
31104510,4128751000,31104,41287,31,41,일산1동,Ilsan1-dong,고양시일산서구,경기도,경기도 고양시일산서구 일산1동
31104511,4128754500,31104,41287,31,41,탄현1동,Tanhyeon1-dong,고양시일산서구,경기도,경기도 고양시일산서구 탄현1동
31104512,4128754600,31104,41287,31,41,탄현2동,Tanhyeon2-dong,고양시일산서구,경기도,경기도 고양시일산서구 탄현2동
31104513,4128760000,31104,41287,31,41,덕이동,Deogi-dong,고양시일산서구,경기도,경기도 고양시일산서구 덕이동
31104514,4128761000,31104,41287,31,41,가좌동,Gajwa-dong,고양시일산서구,경기도,경기도 고양시일산서구 가좌동
31104520,4128752000,31104,41287,31,41,일산2동,Ilsan2-dong,고양시일산서구,경기도,경기도 고양시일산서구 일산2동
31104530,4128753000,31104,41287,31,41,일산3동,Ilsan3-dong,고양시일산서구,경기도,경기도 고양시일산서구 일산3동
31104550,4128755000,31104,41287,31,41,주엽1동,Juyeop1-dong,고양시일산서구,경기도,경기도 고양시일산서구 주엽1동
31104560,4128756000,31104,41287,31,41,주엽2동,Juyeop2-dong,고양시일산서구,경기도,경기도 고양시일산서구 주엽2동
31104570,4128757000,31104,41287,31,41,대화동,Daehwa-dong,고양시일산서구,경기도,경기도 고양시일산서구 대화동
31104580,4128758000,31104,41287,31,41,송포동,Songpo-dong,고양시일산서구,경기도,경기도 고양시일산서구 송포동
31110510,4129051000,31110,41290,31,41,중앙동,Jungang-dong,과천시,경기도,경기도 과천시 중앙동
31110521,4129052000,31110,41290,31,41,갈현동,Galhyeon-dong,과천시,경기도,경기도 과천시 갈현동
31110522,4129051500,31110,41290,31,41,원문동,Wonmun-dong,과천시,경기도,경기도 과천시 원문동
31110530,4129053000,31110,41290,31,41,별양동,Byeoryang-dong,과천시,경기도,경기도 과천시 별양동
31110540,4129054000,31110,41290,31,41,부림동,Burim-dong,과천시,경기도,경기도 과천시 부림동
31110550,4129055000,31110,41290,31,41,과천동,Gwacheon-dong,과천시,경기도,경기도 과천시 과천동
31110560,4129056000,31110,41290,31,41,문원동,Munwon-dong,과천시,경기도,경기도 과천시 문원동
31120510,4131051000,31120,41310,31,41,갈매동,Galmae-dong,구리시,경기도,경기도 구리시 갈매동
31120520,4131052000,31120,41310,31,41,동구동,Donggu-dong,구리시,경기도,경기도 구리시 동구동
31120530,4131053000,31120,41310,31,41,인창동,Inchang-dong,구리시,경기도,경기도 구리시 인창동
31120540,4131054100,31120,41310,31,41,교문1동,Gyomun1-dong,구리시,경기도,경기도 구리시 교문1동
31120550,4131054200,31120,41310,31,41,교문2동,Gyomun2-dong,구리시,경기도,경기도 구리시 교문2동
31120560,4131057000,31120,41310,31,41,수택1동,Sutaek1-dong,구리시,경기도,경기도 구리시 수택1동
31120570,4131058000,31120,41310,31,41,수택2동,Sutaek2-dong,구리시,경기도,경기도 구리시 수택2동
31120580,4131059000,31120,41310,31,41,수택3동,Sutaek3-dong,구리시,경기도,경기도 구리시 수택3동
31130110,4136025000,31130,41360,31,41,와부읍,Wabu-eup,남양주시,경기도,경기도 남양주시 와부읍
31130120,4136025300,31130,41360,31,41,진접읍,Jinjeop-eup,남양주시,경기도,경기도 남양주시 진접읍
31130130,4136025600,31130,41360,31,41,화도읍,Hwado-eup,남양주시,경기도,경기도 남양주시 화도읍
31130140,4136025900,31130,41360,31,41,진건읍,Jingeon-eup,남양주시,경기도,경기도 남양주시 진건읍
31130150,4136026200,31130,41360,31,41,오남읍,Onam-eup,남양주시,경기도,경기도 남양주시 오남읍
31130160,4136026500,31130,41360,31,41,퇴계원읍,Toegyewon-eup,남양주시,경기도,경기도 남양주시 퇴계원읍
31130310,4136031000,31130,41360,31,41,별내면,Byeollae-myeon,남양주시,경기도,경기도 남양주시 별내면
31130340,4136034000,31130,41360,31,41,수동면,Sudong-myeon,남양주시,경기도,경기도 남양주시 수동면
31130350,4136036000,31130,41360,31,41,조안면,Joan-myeon,남양주시,경기도,경기도 남양주시 조안면
31130510,4136051000,31130,41360,31,41,호평동,Hopyeong-dong,남양주시,경기도,경기도 남양주시 호평동
31130520,4136052000,31130,41360,31,41,평내동,Pyeongnae-dong,남양주시,경기도,경기도 남양주시 평내동
31130530,4136053000,31130,41360,31,41,금곡동,Geumgok-dong,남양주시,경기도,경기도 남양주시 금곡동
31130540,4136054000,31130,41360,31,41,양정동,Yangjeong-dong,남양주시,경기도,경기도 남양주시 양정동
31130570,4136057000,31130,41360,31,41,별내동,Byeollae-dong,남양주시,경기도,경기도 남양주시 별내동
31130580,4136054500,31130,41360,31,41,다산1동,Dasan1-dong,남양주시,경기도,경기도 남양주시 다산1동
31130590,4136056500,31130,41360,31,41,다산2동,Dasan2-dong,남양주시,경기도,경기도 남양주시 다산2동
31140510,4137051000,31140,41370,31,41,중앙동,Jungang-dong,오산시,경기도,경기도 오산시 중앙동
31140530,4137053000,31140,41370,31,41,남촌동,Namchon-dong,오산시,경기도,경기도 오산시 남촌동
31140550,4137055000,31140,41370,31,41,세마동,Sema-dong,오산시,경기도,경기도 오산시 세마동
31140560,4137056000,31140,41370,31,41,초평동,Chopyeong-dong,오산시,경기도,경기도 오산시 초평동
31140571,4137054300,31140,41370,31,41,신장1동,Sinjang1-dong,오산시,경기도,경기도 오산시 신장1동
31140572,4137054600,31140,41370,31,41,신장2동,Sinjang2-dong,오산시,경기도,경기도 오산시 신장2동
31140581,4137052300,31140,41370,31,41,대원1동,Daewon1-dong,오산시,경기도,경기도 오산시 대원1동
31140582,4137052600,31140,41370,31,41,대원2동,Daewon2-dong,오산시,경기도,경기도 오산시 대원2동
31150510,4139051000,31150,41390,31,41,대야동,Daeya-dong,시흥시,경기도,경기도 시흥시 대야동
31150520,4139052000,31150,41390,31,41,신천동,Sincheon-dong,시흥시,경기도,경기도 시흥시 신천동
31150530,4139053100,31150,41390,31,41,신현동,Sinhyeon-dong,시흥시,경기도,경기도 시흥시 신현동
31150540,4139054000,31150,41390,31,41,은행동,Eunhaeng-dong,시흥시,경기도,경기도 시흥시 은행동
31150550,4139055000,31150,41390,31,41,매화동,Maehwa-dong,시흥시,경기도,경기도 시흥시 매화동
31150560,4139057000,31150,41390,31,41,목감동,Mokgam-dong,시흥시,경기도,경기도 시흥시 목감동
31150590,4139062100,31150,41390,31,41,과림동,Gwarim-dong,시흥시,경기도,경기도 시흥시 과림동
31150611,4139059200,31150,41390,31,41,정왕2동,Jeongwang2-dong,시흥시,경기도,경기도 시흥시 정왕2동
31150620,4139059300,31150,41390,31,41,정왕3동,Jeongwang3-dong,시흥시,경기도,경기도 시흥시 정왕3동
31150640,4139058900,31150,41390,31,41,정왕본동,Jeongwangbon-dong,시흥시,경기도,경기도 시흥시 정왕본동
31150650,4139059100,31150,41390,31,41,정왕1동,Jeongwang1-dong,시흥시,경기도,경기도 시흥시 정왕1동
31150670,4139064000,31150,41390,31,41,능곡동,Neunggok-dong,시흥시,경기도,경기도 시흥시 능곡동
31150680,4139058100,31150,41390,31,41,군자동,Gunja-dong,시흥시,경기도,경기도 시흥시 군자동
31150690,4139058200,31150,41390,31,41,월곶동,Wolgot-dong,시흥시,경기도,경기도 시흥시 월곶동
31150700,4139063000,31150,41390,31,41,연성동,Yeonseong-dong,시흥시,경기도,경기도 시흥시 연성동
31150710,4139063100,31150,41390,31,41,장곡동,Janggok-dong,시흥시,경기도,경기도 시흥시 장곡동
31150720,4139059400,31150,41390,31,41,정왕4동,Jeongwang4-dong,시흥시,경기도,경기도 시흥시 정왕4동
31150740,4139059600,31150,41390,31,41,배곧1동,Baegot1-dong,시흥시,경기도,경기도 시흥시 배곧1동
31150750,4139059700,31150,41390,31,41,배곧2동,Baegot2-dong,시흥시,경기도,경기도 시흥시 배곧2동
31150760,4139065000,31150,41390,31,41,거북섬동,Geobukseom-dong,시흥시,경기도,경기도 시흥시 거북섬동
31160510,4141051000,31160,41410,31,41,군포1동,Gunpo1-dong,군포시,경기도,경기도 군포시 군포1동
31160520,4141052000,31160,41410,31,41,군포2동,Gunpo2-dong,군포시,경기도,경기도 군포시 군포2동
31160540,4141054000,31160,41410,31,41,산본1동,Sanbon1-dong,군포시,경기도,경기도 군포시 산본1동
31160550,4141055000,31160,41410,31,41,산본2동,Sanbon2-dong,군포시,경기도,경기도 군포시 산본2동
31160560,4141056000,31160,41410,31,41,금정동,Geumjeong-dong,군포시,경기도,경기도 군포시 금정동
31160570,4141057000,31160,41410,31,41,재궁동,Jaegung-dong,군포시,경기도,경기도 군포시 재궁동
31160580,4141058000,31160,41410,31,41,오금동,Ogeum-dong,군포시,경기도,경기도 군포시 오금동
31160590,4141059000,31160,41410,31,41,수리동,Suri-dong,군포시,경기도,경기도 군포시 수리동
31160600,4141060000,31160,41410,31,41,궁내동,Gungnae-dong,군포시,경기도,경기도 군포시 궁내동
31160610,4141062000,31160,41410,31,41,광정동,Gwangjeong-dong,군포시,경기도,경기도 군포시 광정동
31160630,4141061000,31160,41410,31,41,대야동,Daeya-dong,군포시,경기도,경기도 군포시 대야동
31160640,4141063000,31160,41410,31,41,송부동,Songbu-dong,군포시,경기도,경기도 군포시 송부동
31170510,4143051000,31170,41430,31,41,고천동,Gocheon-dong,의왕시,경기도,경기도 의왕시 고천동
31170520,4143052000,31170,41430,31,41,부곡동,Bugok-dong,의왕시,경기도,경기도 의왕시 부곡동
31170530,4143053000,31170,41430,31,41,오전동,Ojeon-dong,의왕시,경기도,경기도 의왕시 오전동
31170540,4143054000,31170,41430,31,41,내손1동,Naeson1-dong,의왕시,경기도,경기도 의왕시 내손1동
31170550,4143055000,31170,41430,31,41,내손2동,Naeson2-dong,의왕시,경기도,경기도 의왕시 내손2동
31170560,4143056000,31170,41430,31,41,청계동,Cheonggye-dong,의왕시,경기도,경기도 의왕시 청계동
31180510,4145051000,31180,41450,31,41,천현동,Cheonhyeon-dong,하남시,경기도,경기도 하남시 천현동
31180520,4145052000,31180,41450,31,41,신장1동,Sinjang1-dong,하남시,경기도,경기도 하남시 신장1동
31180530,4145053000,31180,41450,31,41,신장2동,Sinjang2-dong,하남시,경기도,경기도 하남시 신장2동
31180540,4145054000,31180,41450,31,41,덕풍1동,Deokpung1-dong,하남시,경기도,경기도 하남시 덕풍1동
31180550,4145055000,31180,41450,31,41,덕풍2동,Deokpung2-dong,하남시,경기도,경기도 하남시 덕풍2동
31180560,4145056000,31180,41450,31,41,덕풍3동,Deokpung3-dong,하남시,경기도,경기도 하남시 덕풍3동
31180590,4145059000,31180,41450,31,41,춘궁동,Chungung-dong,하남시,경기도,경기도 하남시 춘궁동
31180600,4145060000,31180,41450,31,41,초이동,Choi-dong,하남시,경기도,경기도 하남시 초이동
31180611,4145063000,31180,41450,31,41,미사3동,Misa3-dong,하남시,경기도,경기도 하남시 미사3동
31180620,4145061000,31180,41450,31,41,미사1동,Misa1-dong,하남시,경기도,경기도 하남시 미사1동
31180630,4145062000,31180,41450,31,41,미사2동,Misa2-dong,하남시,경기도,경기도 하남시 미사2동
31180650,4145058500,31180,41450,31,41,위례동,Wirye-dong,하남시,경기도,경기도 하남시 위례동
