dong_kostat,dong_mois,sigungu_kostat,sigungu_mois,sido_kostat,sido_mois,dong_name_ko,dong_name_en,sigungu_name_ko,sido_name_ko,full_name_ko
12080600,1215060000,12080,12150,12,12,저전동,Jeojeon-dong,순천시,전남광주통합특별시,전남광주통합특별시 순천시 저전동
12080610,1215061000,12080,12150,12,12,장천동,Jangcheon-dong,순천시,전남광주통합특별시,전남광주통합특별시 순천시 장천동
12080620,1215062000,12080,12150,12,12,중앙동,Jungang-dong,순천시,전남광주통합특별시,전남광주통합특별시 순천시 중앙동
12080630,1215063500,12080,12150,12,12,도사동,Dosa-dong,순천시,전남광주통합특별시,전남광주통합특별시 순천시 도사동
12080660,1215066100,12080,12150,12,12,왕조1동,Wangjo1-dong,순천시,전남광주통합특별시,전남광주통합특별시 순천시 왕조1동
12080670,1215066500,12080,12150,12,12,왕조2동,Wangjo2-dong,순천시,전남광주통합특별시,전남광주통합특별시 순천시 왕조2동
12090110,1217025000,12090,12170,12,12,남평읍,Nampyeong-eup,나주시,전남광주통합특별시,전남광주통합특별시 나주시 남평읍
12090310,1217031000,12090,12170,12,12,세지면,Seji-myeon,나주시,전남광주통합특별시,전남광주통합특별시 나주시 세지면
12090320,1217032000,12090,12170,12,12,왕곡면,Wanggok-myeon,나주시,전남광주통합특별시,전남광주통합특별시 나주시 왕곡면
12090330,1217033000,12090,12170,12,12,반남면,Bannam-myeon,나주시,전남광주통합특별시,전남광주통합특별시 나주시 반남면
12090340,1217034000,12090,12170,12,12,공산면,Gongsan-myeon,나주시,전남광주통합특별시,전남광주통합특별시 나주시 공산면
12090350,1217035000,12090,12170,12,12,동강면,Donggang-myeon,나주시,전남광주통합특별시,전남광주통합특별시 나주시 동강면
12090360,1217036000,12090,12170,12,12,다시면,Dasi-myeon,나주시,전남광주통합특별시,전남광주통합특별시 나주시 다시면
12090370,1217037000,12090,12170,12,12,문평면,Munpyeong-myeon,나주시,전남광주통합특별시,전남광주통합특별시 나주시 문평면
12090380,1217038000,12090,12170,12,12,노안면,Noan-myeon,나주시,전남광주통합특별시,전남광주통합특별시 나주시 노안면
12090390,1217039000,12090,12170,12,12,금천면,Geumcheon-myeon,나주시,전남광주통합특별시,전남광주통합특별시 나주시 금천면
12090400,1217040000,12090,12170,12,12,산포면,Sanpo-myeon,나주시,전남광주통합특별시,전남광주통합특별시 나주시 산포면
12090410,1217042000,12090,12170,12,12,다도면,Dado-myeon,나주시,전남광주통합특별시,전남광주통합특별시 나주시 다도면
12090420,1217043000,12090,12170,12,12,봉황면,Bonghwang-myeon,나주시,전남광주통합특별시,전남광주통합특별시 나주시 봉황면
12090510,1217051000,12090,12170,12,12,송월동,Songwol-dong,나주시,전남광주통합특별시,전남광주통합특별시 나주시 송월동
12090520,1217052000,12090,12170,12,12,영강동,Yeonggang-dong,나주시,전남광주통합특별시,전남광주통합특별시 나주시 영강동
12090540,1217054000,12090,12170,12,12,금남동,Geumnam-dong,나주시,전남광주통합특별시,전남광주통합특별시 나주시 금남동
12090550,1217055000,12090,12170,12,12,성북동,Seongbuk-dong,나주시,전남광주통합특별시,전남광주통합특별시 나주시 성북동
12090580,1217058000,12090,12170,12,12,영산동,Yeongsan-dong,나주시,전남광주통합특별시,전남광주통합특별시 나주시 영산동
12090600,1217060000,12090,12170,12,12,이창동,Ichang-dong,나주시,전남광주통합특별시,전남광주통합특별시 나주시 이창동
12090610,1217062000,12090,12170,12,12,빛가람동,Bitgaram-dong,나주시,전남광주통합특별시,전남광주통합특별시 나주시 빛가람동
12100110,1219025000,12100,12190,12,12,광양읍,Gwangyang-eup,광양시,전남광주통합특별시,전남광주통합특별시 광양시 광양읍
12100310,1219031000,12100,12190,12,12,봉강면,Bonggang-myeon,광양시,전남광주통합특별시,전남광주통합특별시 광양시 봉강면
12100320,1219032000,12100,12190,12,12,옥룡면,Ongnyong-myeon,광양시,전남광주통합특별시,전남광주통합특별시 광양시 옥룡면
12100330,1219033000,12100,12190,12,12,옥곡면,Okgok-myeon,광양시,전남광주통합특별시,전남광주통합특별시 광양시 옥곡면
12100340,1219034000,12100,12190,12,12,진상면,Jinsang-myeon,광양시,전남광주통합특별시,전남광주통합특별시 광양시 진상면
12100350,1219035000,12100,12190,12,12,진월면,Jinwol-myeon,광양시,전남광주통합특별시,전남광주통합특별시 광양시 진월면
12100360,1219036000,12100,12190,12,12,다압면,Daap-myeon,광양시,전남광주통합특별시,전남광주통합특별시 광양시 다압면
12100510,1219051500,12100,12190,12,12,골약동,Goryak-dong,광양시,전남광주통합특별시,전남광주통합특별시 광양시 골약동
12100530,1219053000,12100,12190,12,12,중마동,Jungma-dong,광양시,전남광주통합특별시,전남광주통합특별시 광양시 중마동
12100540,1219054000,12100,12190,12,12,광영동,Gwangyeong-dong,광양시,전남광주통합특별시,전남광주통합특별시 광양시 광영동
12100550,1219057000,12100,12190,12,12,태인동,Taein-dong,광양시,전남광주통합특별시,전남광주통합특별시 광양시 태인동
12100560,1219055000,12100,12190,12,12,금호동,Geumho-dong,광양시,전남광주통합특별시,전남광주통합특별시 광양시 금호동
12510110,1271025000,12510,12710,12,12,담양읍,Damyang-eup,담양군,전남광주통합특별시,전남광주통합특별시 담양군 담양읍
12510310,1271031000,12510,12710,12,12,봉산면,Bongsan-myeon,담양군,전남광주통합특별시,전남광주통합특별시 담양군 봉산면
12510320,1271032000,12510,12710,12,12,고서면,Goseo-myeon,담양군,전남광주통합특별시,전남광주통합특별시 담양군 고서면
12510340,1271034000,12510,12710,12,12,창평면,Changpyeong-myeon,담양군,전남광주통합특별시,전남광주통합특별시 담양군 창평면
12510350,1271035000,12510,12710,12,12,대덕면,Daedeok-myeon,담양군,전남광주통합특별시,전남광주통합특별시 담양군 대덕면
12510360,1271036000,12510,12710,12,12,무정면,Mujeong-myeon,담양군,전남광주통합특별시,전남광주통합특별시 담양군 무정면
12510370,1271037000,12510,12710,12,12,금성면,Geumseong-myeon,담양군,전남광주통합특별시,전남광주통합특별시 담양군 금성면
12510380,1271038000,12510,12710,12,12,용면,Yong-myeon,담양군,전남광주통합특별시,전남광주통합특별시 담양군 용면
12510390,1271039000,12510,12710,12,12,월산면,Wolsan-myeon,담양군,전남광주통합특별시,전남광주통합특별시 담양군 월산면
12510400,1271040000,12510,12710,12,12,수북면,Subuk-myeon,담양군,전남광주통합특별시,전남광주통합특별시 담양군 수북면
12510410,1271041000,12510,12710,12,12,대전면,Daejeon-myeon,담양군,전남광주통합특별시,전남광주통합특별시 담양군 대전면
12510420,1271033500,12510,12710,12,12,가사문학면,Gasamunhak-myeon,담양군,전남광주통합특별시,전남광주통합특별시 담양군 가사문학면
12520110,1272025000,12520,12720,12,12,곡성읍,Gokseong-eup,곡성군,전남광주통합특별시,전남광주통합특별시 곡성군 곡성읍
12520310,1272031000,12520,12720,12,12,오곡면,Ogok-myeon,곡성군,전남광주통합특별시,전남광주통합특별시 곡성군 오곡면
12520320,1272032000,12520,12720,12,12,삼기면,Samgi-myeon,곡성군,전남광주통합특별시,전남광주통합특별시 곡성군 삼기면
12520330,1272033000,12520,12720,12,12,석곡면,Seokgok-myeon,곡성군,전남광주통합특별시,전남광주통합특별시 곡성군 석곡면
12520340,1272034000,12520,12720,12,12,목사동면,Moksadong-myeon,곡성군,전남광주통합특별시,전남광주통합특별시 곡성군 목사동면
12520350,1272035000,12520,12720,12,12,죽곡면,Jukgok-myeon,곡성군,전남광주통합특별시,전남광주통합특별시 곡성군 죽곡면
12520360,1272036000,12520,12720,12,12,고달면,Godal-myeon,곡성군,전남광주통합특별시,전남광주통합특별시 곡성군 고달면
12520370,1272037000,12520,12720,12,12,옥과면,Okgwa-myeon,곡성군,전남광주통합특별시,전남광주통합특별시 곡성군 옥과면
12520380,1272038000,12520,12720,12,12,입면,Ip-myeon,곡성군,전남광주통합특별시,전남광주통합특별시 곡성군 입면
12520390,1272039000,12520,12720,12,12,겸면,Gyeom-myeon,곡성군,전남광주통합특별시,전남광주통합특별시 곡성군 겸면
12520400,1272040000,12520,12720,12,12,오산면,Osan-myeon,곡성군,전남광주통합특별시,전남광주통합특별시 곡성군 오산면
12530110,1273025000,12530,12730,12,12,구례읍,Gurye-eup,구례군,전남광주통합특별시,전남광주통합특별시 구례군 구례읍
12530310,1273031000,12530,12730,12,12,문척면,Muncheok-myeon,구례군,전남광주통합특별시,전남광주통합특별시 구례군 문척면
12530320,1273032000,12530,12730,12,12,간전면,Ganjeon-myeon,구례군,전남광주통합특별시,전남광주통합특별시 구례군 간전면
12530330,1273033000,12530,12730,12,12,토지면,Toji-myeon,구례군,전남광주통합특별시,전남광주통합특별시 구례군 토지면
12530340,1273034000,12530,12730,12,12,마산면,Masan-myeon,구례군,전남광주통합특별시,전남광주통합특별시 구례군 마산면
12530350,1273035000,12530,12730,12,12,광의면,Gwangui-myeon,구례군,전남광주통합특별시,전남광주통합특별시 구례군 광의면
12530360,1273036000,12530,12730,12,12,용방면,Yongbang-myeon,구례군,전남광주통합특별시,전남광주통합특별시 구례군 용방면
12530370,1273037000,12530,12730,12,12,산동면,Sandong-myeon,구례군,전남광주통합특별시,전남광주통합특별시 구례군 산동면
12550110,1274025000,12550,12740,12,12,고흥읍,Goheung-eup,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 고흥읍
12550120,1274025300,12550,12740,12,12,도양읍,Doyang-eup,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 도양읍
12550310,1274031000,12550,12740,12,12,풍양면,Pungyang-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 풍양면
12550320,1274032000,12550,12740,12,12,도덕면,Dodeok-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 도덕면
12550330,1274033000,12550,12740,12,12,금산면,Geumsan-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 금산면
12550340,1274034000,12550,12740,12,12,도화면,Dohwa-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 도화면
12550350,1274035000,12550,12740,12,12,포두면,Podu-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 포두면
12550360,1274036000,12550,12740,12,12,봉래면,Bongnae-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 봉래면
12550370,1274045000,12550,12740,12,12,동일면,Dongil-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 동일면
12550380,1274037000,12550,12740,12,12,점암면,Jeomam-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 점암면
12550390,1274044000,12550,12740,12,12,영남면,Yeongnam-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 영남면
12550400,1274038000,12550,12740,12,12,과역면,Gwayeok-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 과역면
12550410,1274039000,12550,12740,12,12,남양면,Namyang-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 남양면
12550420,1274040000,12550,12740,12,12,동강면,Donggang-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 동강면
12550430,1274041000,12550,12740,12,12,대서면,Daeseo-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 대서면
12550440,1274042000,12550,12740,12,12,두원면,Duwon-myeon,고흥군,전남광주통합특별시,전남광주통합특별시 고흥군 두원면
12560110,1275025000,12560,12750,12,12,보성읍,Boseong-eup,보성군,전남광주통합특별시,전남광주통합특별시 보성군 보성읍
12560120,1275025300,12560,12750,12,12,벌교읍,Beolgyo-eup,보성군,전남광주통합특별시,전남광주통합특별시 보성군 벌교읍
12560310,1275031000,12560,12750,12,12,노동면,Nodong-myeon,보성군,전남광주통합특별시,전남광주통합특별시 보성군 노동면
12560320,1275032000,12560,12750,12,12,미력면,Miryeok-myeon,보성군,전남광주통합특별시,전남광주통합특별시 보성군 미력면
12560330,1275033000,12560,12750,12,12,겸백면,Gyeombaek-myeon,보성군,전남광주통합특별시,전남광주통합특별시 보성군 겸백면
12560340,1275034000,12560,12750,12,12,율어면,Yureo-myeon,보성군,전남광주통합특별시,전남광주통합특별시 보성군 율어면
12560350,1275035000,12560,12750,12,12,복내면,Bongnae-myeon,보성군,전남광주통합특별시,전남광주통합특별시 보성군 복내면
12560360,1275036000,12560,12750,12,12,문덕면,Mundeok-myeon,보성군,전남광주통합특별시,전남광주통합특별시 보성군 문덕면
12560370,1275037000,12560,12750,12,12,조성면,Joseong-myeon,보성군,전남광주통합특별시,전남광주통합특별시 보성군 조성면
12560380,1275038000,12560,12750,12,12,득량면,Deungnyang-myeon,보성군,전남광주통합특별시,전남광주통합특별시 보성군 득량면
12560390,1275039000,12560,12750,12,12,회천면,Hoecheon-myeon,보성군,전남광주통합특별시,전남광주통합특별시 보성군 회천면
12560400,1275040000,12560,12750,12,12,웅치면,Ungchi-myeon,보성군,전남광주통합특별시,전남광주통합특별시 보성군 웅치면
12570111,1276025000,12570,12760,12,12,화순읍,Hwasun-eup,화순군,전남광주통합특별시,전남광주통합특별시 화순군 화순읍
12570310,1276031000,12570,12760,12,12,한천면,Hancheon-myeon,화순군,전남광주통합특별시,전남광주통합특별시 화순군 한천면
12570320,1276032000,12570,12760,12,12,춘양면,Chunyang-myeon,화순군,전남광주통합특별시,전남광주통합특별시 화순군 춘양면
12570330,1276033000,12570,12760,12,12,청풍면,Cheongpung-myeon,화순군,전남광주통합특별시,전남광주통합특별시 화순군 청풍면
12570340,1276034000,12570,12760,12,12,이양면,Iyang-myeon,화순군,전남광주통합특별시,전남광주통합특별시 화순군 이양면
12570350,1276035000,12570,12760,12,12,능주면,Neungju-myeon,화순군,전남광주통합특별시,전남광주통합특별시 화순군 능주면
12570360,1276036000,12570,12760,12,12,도곡면,Dogok-myeon,화순군,전남광주통합특별시,전남광주통합특별시 화순군 도곡면
12570370,1276037000,12570,12760,12,12,도암면,Doam-myeon,화순군,전남광주통합특별시,전남광주통합특별시 화순군 도암면
12570380,1276038000,12570,12760,12,12,이서면,Iseo-myeon,화순군,전남광주통합특별시,전남광주통합특별시 화순군 이서면
12570400,1276040000,12570,12760,12,12,동복면,Dongbok-myeon,화순군,전남광주통합특별시,전남광주통합특별시 화순군 동복면
12570420,1276042000,12570,12760,12,12,동면,Dong-myeon,화순군,전남광주통합특별시,전남광주통합특별시 화순군 동면
12570430,1276039500,12570,12760,12,12,백아면,Baega-myeon,화순군,전남광주통합특별시,전남광주통합특별시 화순군 백아면
12570440,1276041500,12570,12760,12,12,사평면,Sapyeong-myeon,화순군,전남광주통합특별시,전남광주통합특별시 화순군 사평면
12580110,1277025000,12580,12770,12,12,장흥읍,Jangheung-eup,장흥군,전남광주통합특별시,전남광주통합특별시 장흥군 장흥읍
12580120,1277025300,12580,12770,12,12,관산읍,Gwansan-eup,장흥군,전남광주통합특별시,전남광주통합특별시 장흥군 관산읍
12580130,1277025600,12580,12770,12,12,대덕읍,Daedeok-eup,장흥군,전남광주통합특별시,전남광주통합특별시 장흥군 대덕읍
12580310,1277031000,12580,12770,12,12,용산면,Yongsan-myeon,장흥군,전남광주통합특별시,전남광주통합특별시 장흥군 용산면
12580320,1277032000,12580,12770,12,12,안양면,Anyang-myeon,장흥군,전남광주통합특별시,전남광주통합특별시 장흥군 안양면
12580330,1277033000,12580,12770,12,12,장동면,Jangdong-myeon,장흥군,전남광주통합특별시,전남광주통합특별시 장흥군 장동면
12580340,1277034000,12580,12770,12,12,장평면,Jangpyeong-myeon,장흥군,전남광주통합특별시,전남광주통합특별시 장흥군 장평면
12580350,1277035000,12580,12770,12,12,유치면,Yuchi-myeon,장흥군,전남광주통합특별시,전남광주통합특별시 장흥군 유치면
12580360,1277036000,12580,12770,12,12,부산면,Busan-myeon,장흥군,전남광주통합특별시,전남광주통합특별시 장흥군 부산면
12580370,1277037000,12580,12770,12,12,회진면,Hoejin-myeon,장흥군,전남광주통합특별시,전남광주통합특별시 장흥군 회진면
12590110,1278025000,12590,12780,12,12,강진읍,Gangjin-eup,강진군,전남광주통합특별시,전남광주통합특별시 강진군 강진읍
12590310,1278031000,12590,12780,12,12,군동면,Gundong-myeon,강진군,전남광주통합특별시,전남광주통합특별시 강진군 군동면
12590320,1278032000,12590,12780,12,12,칠량면,Chillyang-myeon,강진군,전남광주통합특별시,전남광주통합특별시 강진군 칠량면
12590330,1278033000,12590,12780,12,12,대구면,Daegu-myeon,강진군,전남광주통합특별시,전남광주통합특별시 강진군 대구면
12590340,1278040000,12590,12780,12,12,마량면,Maryang-myeon,강진군,전남광주통합특별시,전남광주통합특별시 강진군 마량면
12590350,1278034000,12590,12780,12,12,도암면,Doam-myeon,강진군,전남광주통합특별시,전남광주통합특별시 강진군 도암면
12590360,1278035000,12590,12780,12,12,신전면,Sinjeon-myeon,강진군,전남광주통합특별시,전남광주통합특별시 강진군 신전면
12590370,1278036000,12590,12780,12,12,성전면,Seongjeon-myeon,강진군,전남광주통합특별시,전남광주통합특별시 강진군 성전면
12590380,1278037000,12590,12780,12,12,작천면,Jakcheon-myeon,강진군,전남광주통합특별시,전남광주통합특별시 강진군 작천면
12590390,1278038000,12590,12780,12,12,병영면,Byeongyeong-myeon,강진군,전남광주통합특별시,전남광주통합특별시 강진군 병영면
12590400,1278039000,12590,12780,12,12,옴천면,Omcheon-myeon,강진군,전남광주통합특별시,전남광주통합특별시 강진군 옴천면
12600110,1279025000,12600,12790,12,12,해남읍,Haenam-eup,해남군,전남광주통합특별시,전남광주통합특별시 해남군 해남읍
12600310,1279031000,12600,12790,12,12,삼산면,Samsan-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 삼산면
12600320,1279032000,12600,12790,12,12,화산면,Hwasan-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 화산면
12600330,1279033000,12600,12790,12,12,현산면,Hyeonsan-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 현산면
12600340,1279034000,12600,12790,12,12,송지면,Songji-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 송지면
12600350,1279035000,12600,12790,12,12,북평면,Bukpyeong-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 북평면
12600360,1279036000,12600,12790,12,12,북일면,Bugil-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 북일면
12600370,1279037000,12600,12790,12,12,옥천면,Okcheon-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 옥천면
12600380,1279038000,12600,12790,12,12,계곡면,Gyegok-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 계곡면
12600390,1279039000,12600,12790,12,12,마산면,Masan-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 마산면
12600400,1279040000,12600,12790,12,12,황산면,Hwangsan-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 황산면
12600410,1279041000,12600,12790,12,12,산이면,Sani-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 산이면
12600420,1279042000,12600,12790,12,12,문내면,Munnae-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 문내면
12600430,1279043000,12600,12790,12,12,화원면,Hwawon-myeon,해남군,전남광주통합특별시,전남광주통합특별시 해남군 화원면
12610110,1280025000,12610,12800,12,12,영암읍,Yeongam-eup,영암군,전남광주통합특별시,전남광주통합특별시 영암군 영암읍
12610120,1280025300,12610,12800,12,12,삼호읍,Samho-eup,영암군,전남광주통합특별시,전남광주통합특별시 영암군 삼호읍
12610310,1280031000,12610,12800,12,12,덕진면,Deokjin-myeon,영암군,전남광주통합특별시,전남광주통합특별시 영암군 덕진면
12610320,1280032000,12610,12800,12,12,금정면,Geumjeong-myeon,영암군,전남광주통합특별시,전남광주통합특별시 영암군 금정면
12610330,1280033000,12610,12800,12,12,신북면,Sinbuk-myeon,영암군,전남광주통합특별시,전남광주통합특별시 영암군 신북면
12610340,1280034000,12610,12800,12,12,시종면,Sijong-myeon,영암군,전남광주통합특별시,전남광주통합특별시 영암군 시종면
12610350,1280035000,12610,12800,12,12,도포면,Dopo-myeon,영암군,전남광주통합특별시,전남광주통합특별시 영암군 도포면
12610360,1280036000,12610,12800,12,12,군서면,Gunseo-myeon,영암군,전남광주통합특별시,전남광주통합특별시 영암군 군서면
12610370,1280037000,12610,12800,12,12,서호면,Seoho-myeon,영암군,전남광주통합특별시,전남광주통합특별시 영암군 서호면
12610380,1280038000,12610,12800,12,12,학산면,Haksan-myeon,영암군,전남광주통합특별시,전남광주통합특별시 영암군 학산면
12610390,1280039000,12610,12800,12,12,미암면,Miam-myeon,영암군,전남광주통합특별시,전남광주통합특별시 영암군 미암면
12620110,1281025000,12620,12810,12,12,무안읍,Muan-eup,무안군,전남광주통합특별시,전남광주통합특별시 무안군 무안읍
12620120,1281025300,12620,12810,12,12,일로읍,Illo-eup,무안군,전남광주통합특별시,전남광주통합특별시 무안군 일로읍
12620130,1281025600,12620,12810,12,12,삼향읍,Samhyang-eup,무안군,전남광주통합특별시,전남광주통합특별시 무안군 삼향읍
12620320,1281032000,12620,12810,12,12,몽탄면,Mongtan-myeon,무안군,전남광주통합특별시,전남광주통합특별시 무안군 몽탄면
12620330,1281033000,12620,12810,12,12,청계면,Cheonggye-myeon,무안군,전남광주통합특별시,전남광주통합특별시 무안군 청계면
12620340,1281034000,12620,12810,12,12,현경면,Hyeongyeong-myeon,무안군,전남광주통합특별시,전남광주통합특별시 무안군 현경면
12620350,1281035000,12620,12810,12,12,망운면,Mangun-myeon,무안군,전남광주통합특별시,전남광주통합특별시 무안군 망운면
12620360,1281036000,12620,12810,12,12,해제면,Haeje-myeon,무안군,전남광주통합특별시,전남광주통합특별시 무안군 해제면
12620370,1281037000,12620,12810,12,12,운남면,Unnam-myeon,무안군,전남광주통합특별시,전남광주통합특별시 무안군 운남면
12630110,1282025000,12630,12820,12,12,함평읍,Hampyeong-eup,함평군,전남광주통합특별시,전남광주통합특별시 함평군 함평읍
12630310,1282031000,12630,12820,12,12,손불면,Sonbul-myeon,함평군,전남광주통합특별시,전남광주통합특별시 함평군 손불면
12630320,1282032000,12630,12820,12,12,신광면,Singwang-myeon,함평군,전남광주통합특별시,전남광주통합특별시 함평군 신광면
12630330,1282033000,12630,12820,12,12,학교면,Hakgyo-myeon,함평군,전남광주통합특별시,전남광주통합특별시 함평군 학교면
12630340,1282034000,12630,12820,12,12,엄다면,Eomda-myeon,함평군,전남광주통합특별시,전남광주통합특별시 함평군 엄다면
12630350,1282035000,12630,12820,12,12,대동면,Daedong-myeon,함평군,전남광주통합특별시,전남광주통합특별시 함평군 대동면
12630360,1282036000,12630,12820,12,12,나산면,Nasan-myeon,함평군,전남광주통합특별시,전남광주통합특별시 함평군 나산면
12630370,1282037000,12630,12820,12,12,해보면,Haebo-myeon,함평군,전남광주통합특별시,전남광주통합특별시 함평군 해보면
12630380,1282038000,12630,12820,12,12,월야면,Worya-myeon,함평군,전남광주통합특별시,전남광주통합특별시 함평군 월야면
12640110,1283025000,12640,12830,12,12,영광읍,Yeonggwang-eup,영광군,전남광주통합특별시,전남광주통합특별시 영광군 영광읍
12640120,1283025300,12640,12830,12,12,백수읍,Baeksu-eup,영광군,전남광주통합특별시,전남광주통합특별시 영광군 백수읍
12640130,1283025600,12640,12830,12,12,홍농읍,Hongnong-eup,영광군,전남광주통합특별시,전남광주통합특별시 영광군 홍농읍
12640310,1283031000,12640,12830,12,12,대마면,Daema-myeon,영광군,전남광주통합특별시,전남광주통합특별시 영광군 대마면
12640320,1283032000,12640,12830,12,12,묘량면,Myoryang-myeon,영광군,전남광주통합특별시,전남광주통합특별시 영광군 묘량면
12640330,1283033000,12640,12830,12,12,불갑면,Bulgap-myeon,영광군,전남광주통합특별시,전남광주통합특별시 영광군 불갑면
12640340,1283034000,12640,12830,12,12,군서면,Gunseo-myeon,영광군,전남광주통합특별시,전남광주통합특별시 영광군 군서면
12640350,1283035000,12640,12830,12,12,군남면,Gunnam-myeon,영광군,전남광주통합특별시,전남광주통합특별시 영광군 군남면
12640360,1283036000,12640,12830,12,12,염산면,Yeomsan-myeon,영광군,전남광주통합특별시,전남광주통합특별시 영광군 염산면
12640370,1283037000,12640,12830,12,12,법성면,Beopseong-myeon,영광군,전남광주통합특별시,전남광주통합특별시 영광군 법성면
12640380,1283038000,12640,12830,12,12,낙월면,Nagwol-myeon,영광군,전남광주통합특별시,전남광주통합특별시 영광군 낙월면
12650110,1284025000,12650,12840,12,12,장성읍,Jangseong-eup,장성군,전남광주통합특별시,전남광주통합특별시 장성군 장성읍
12650310,1284031000,12650,12840,12,12,진원면,Jinwon-myeon,장성군,전남광주통합특별시,전남광주통합특별시 장성군 진원면
12650320,1284032000,12650,12840,12,12,남면,Nam-myeon,장성군,전남광주통합특별시,전남광주통합특별시 장성군 남면
12650330,1284033000,12650,12840,12,12,동화면,Donghwa-myeon,장성군,전남광주통합특별시,전남광주통합특별시 장성군 동화면
12650340,1284034000,12650,12840,12,12,삼서면,Samseo-myeon,장성군,전남광주통합특별시,전남광주통합특별시 장성군 삼서면
12650350,1284035000,12650,12840,12,12,삼계면,Samgye-myeon,장성군,전남광주통합특별시,전남광주통합특별시 장성군 삼계면
12650360,1284036000,12650,12840,12,12,황룡면,Hwangnyong-myeon,장성군,전남광주통합특별시,전남광주통합특별시 장성군 황룡면
12650370,1284037000,12650,12840,12,12,서삼면,Seosam-myeon,장성군,전남광주통합특별시,전남광주통합특별시 장성군 서삼면
12650380,1284038000,12650,12840,12,12,북일면,Bugil-myeon,장성군,전남광주통합특별시,전남광주통합특별시 장성군 북일면
12650390,1284039000,12650,12840,12,12,북이면,Bugi-myeon,장성군,전남광주통합특별시,전남광주통합특별시 장성군 북이면
12650400,1284040000,12650,12840,12,12,북하면,Buka-myeon,장성군,전남광주통합특별시,전남광주통합특별시 장성군 북하면
12660110,1285025000,12660,12850,12,12,완도읍,Wando-eup,완도군,전남광주통합특별시,전남광주통합특별시 완도군 완도읍
12660120,1285025300,12660,12850,12,12,금일읍,Geumil-eup,완도군,전남광주통합특별시,전남광주통합특별시 완도군 금일읍
12660130,1285025600,12660,12850,12,12,노화읍,Nohwa-eup,완도군,전남광주통합특별시,전남광주통합특별시 완도군 노화읍
12660310,1285031000,12660,12850,12,12,군외면,Gunoe-myeon,완도군,전남광주통합특별시,전남광주통합특별시 완도군 군외면
12660320,1285032000,12660,12850,12,12,신지면,Sinji-myeon,완도군,전남광주통합특별시,전남광주통합특별시 완도군 신지면
12660330,1285033000,12660,12850,12,12,고금면,Gogeum-myeon,완도군,전남광주통합특별시,전남광주통합특별시 완도군 고금면
12660340,1285034000,12660,12850,12,12,약산면,Yaksan-myeon,완도군,전남광주통합특별시,전남광주통합특별시 완도군 약산면
12660350,1285035000,12660,12850,12,12,청산면,Cheongsan-myeon,완도군,전남광주통합특별시,전남광주통합특별시 완도군 청산면
12660360,1285036000,12660,12850,12,12,소안면,Soan-myeon,완도군,전남광주통합특별시,전남광주통합특별시 완도군 소안면
12660370,1285037000,12660,12850,12,12,금당면,Geumdang-myeon,완도군,전남광주통합특별시,전남광주통합특별시 완도군 금당면
12660380,1285038000,12660,12850,12,12,보길면,Bogil-myeon,완도군,전남광주통합특별시,전남광주통합특별시 완도군 보길면
12660390,1285039000,12660,12850,12,12,생일면,Saengil-myeon,완도군,전남광주통합특별시,전남광주통합특별시 완도군 생일면
12670110,1286025000,12670,12860,12,12,진도읍,Jindo-eup,진도군,전남광주통합특별시,전남광주통합특별시 진도군 진도읍
12670310,1286031000,12670,12860,12,12,군내면,Gunnae-myeon,진도군,전남광주통합특별시,전남광주통합특별시 진도군 군내면
12670320,1286032000,12670,12860,12,12,고군면,Gogun-myeon,진도군,전남광주통합특별시,전남광주통합특별시 진도군 고군면
12670330,1286033000,12670,12860,12,12,의신면,Uisin-myeon,진도군,전남광주통합특별시,전남광주통합특별시 진도군 의신면
